plotid,center_lon,center_lat,shape,size_m,sample_points,email,flagged,flagged_reason,confidence,collection_time,analysis_duration,common_securewatch_date,total_securewatch_dates,Class:Water bodies,Class:Prairies,Class:Cultivated land,Class:Wetlands,Class:Artificial surfaces,Class:Other land,Class:Treeds areas
162,8.351428517540413,34.86634255436094,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-01 19:06,11.0 secs,,0,0,0,100.00,0,0,0,0
163,8.351428517540413,34.94001518918838,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-01 19:07,10.1 secs,,0,0,0,100.00,0,0,0,0
164,8.351428517540413,35.01362170011893,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-01 19:07,6.2 secs,,0,0,0,100.00,0,0,0,0
165,8.351428517540413,35.30738527181219,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-01 19:07,23.4 secs,,0,0,0,100.00,0,0,0,0
166,8.351428517540413,35.38066024276161,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-01 19:08,6.5 secs,,0,0,0,100.00,0,0,0,0
167,8.351428517540413,35.45386872505005,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-01 19:08,19.3 secs,,0,0,100.00,0,0,0,0,0
168,8.351428517540413,35.74603659330198,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-01 19:08,20.3 secs,,0,0,0,100.00,0,0,0,0
169,8.351428517540413,35.8189117558258,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-01 19:08,9.1 secs,,0,0,0,100.00,0,0,0,0
170,8.351428517540413,35.89172008250795,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-01 19:08,6.8 secs,,0,0,0,100.00,0,0,0,0
171,8.351428517540413,35.96446151718297,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-01 19:08,7.3 secs,,0,0,0,100.00,0,0,0,0
172,8.351428517540413,36.037136004168495,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-01 19:08,6.8 secs,,0,0,0,100.00,0,0,0,0
173,8.351428517540413,36.10974348826442,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-01 19:09,10.9 secs,,0,0,0,100.00,0,0,0,0
174,8.351428517540413,36.182283914752155,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-01 19:09,12.3 secs,,0,0,0,0,0,0,0,100.00
175,8.351428517540413,36.471773967056315,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-01 19:09,16.2 secs,,0,0,0,50.00,0,25.00,0,25.00
176,8.351428517540413,36.5439783015199,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-01 19:09,11.8 secs,,0,0,0,100.00,0,0,0,0
177,8.441260045952363,32.474301986017686,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-01 19:09,6.8 secs,,0,0,0,0,0,0,100.00,0
178,8.441260045952363,32.55005485772824,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-01 19:09,5.5 secs,,0,0,0,0,0,0,100.00,0
179,8.441260045952363,32.62574385407198,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-01 19:09,9.6 secs,,0,0,0,0,0,0,100.00,0
180,8.441260045952363,32.70136889693571,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-01 19:09,5.5 secs,,0,0,0,0,0,0,100.00,0
181,8.441260045952363,32.77692990871812,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-01 19:09,5.5 secs,,0,0,0,0,0,0,100.00,0
182,8.441260045952363,32.852426812329234,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-01 19:09,6.0 secs,,0,0,0,0,0,0,100.00,0
183,8.441260045952363,32.92785953118991,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-01 19:10,5.5 secs,,0,0,0,0,0,0,100.00,0
184,8.441260045952363,33.00322798923127,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-01 19:10,5.6 secs,,0,0,0,0,0,0,100.00,0
185,8.441260045952363,33.07853211089425,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-01 19:10,5.5 secs,,0,0,0,0,0,0,100.00,0
186,8.441260045952363,33.15377182112898,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-01 19:10,6.2 secs,,0,0,0,0,0,0,100.00,0
187,8.441260045952363,33.22894704539429,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-01 19:10,5.9 secs,,0,0,0,0,0,0,100.00,0
188,8.441260045952363,33.304057709657116,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-01 19:10,6.4 secs,,0,0,0,0,0,0,100.00,0
189,8.441260045952363,33.37910374039196,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-01 19:10,6.0 secs,,0,0,0,0,0,0,100.00,0
190,8.441260045952363,33.45408506458033,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-01 19:10,10.9 secs,,0,100.00,0,0,0,0,0,0
191,8.441260045952363,33.52900160971016,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-01 19:10,14.1 secs,,0,100.00,0,0,0,0,0,0
192,8.441260045952363,33.60385330377519,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-01 19:10,6.7 secs,,0,100.00,0,0,0,0,0,0
193,8.441260045952363,33.67864007527444,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-01 19:10,5.2 secs,,0,100.00,0,0,0,0,0,0
194,8.441260045952363,33.75336185321156,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-01 19:10,14.4 secs,,0,100.00,0,0,0,0,0,0
195,8.441260045952363,33.82801856709428,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-01 19:11,14.9 secs,,0,0,0,0,0,0,100.00,0
196,8.441260045952363,33.902610146933746,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-01 19:11,10.8 secs,,0,100.00,0,0,0,0,0,0
197,8.441260045952363,33.977136523243935,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-01 19:11,6.6 secs,,0,100.00,0,0,0,0,0,0
198,8.441260045952363,34.05159762704104,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-01 19:11,5.8 secs,,0,100.00,0,0,0,0,0,0
199,8.441260045952363,34.125993389842826,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-01 19:11,5.9 secs,,0,100.00,0,0,0,0,0,0
200,8.441260045952363,34.20032374366799,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 09:42,-17.3 secs,,0,0,0,0,0,0,100.00,0
201,8.441260045952363,34.27458862103551,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 09:43,-19.9 secs,,0,0,0,0,0,0,100.00,0
202,8.441260045952363,34.34878795496409,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 09:43,-18.6 secs,,0,100.00,0,0,0,0,0,0
203,8.441260045952363,34.42292167897133,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 09:43,1.1 secs,,0,0,100.00,0,0,0,0,0
204,8.441260045952363,34.496989727073235,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-01 19:11,10.9 secs,,0,0,0,100.00,0,0,0,0
205,8.441260045952363,34.57099203378345,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-01 19:12,18.0 secs,,0,0,50.00,0,50.00,0,0,0
206,8.441260045952363,34.644928534112616,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-01 19:12,9.8 secs,,0,0,0,100.00,0,0,0,0
207,8.441260045952363,34.71879916356771,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-01 19:12,15.0 secs,,0,0,0,100.00,0,0,0,0
208,8.441260045952363,34.7926038581513,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-01 19:12,7.2 secs,,0,0,0,0,0,0,100.00,0
209,8.441260045952363,34.86634255436094,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-01 19:12,6.8 secs,,0,0,0,100.00,0,0,0,0
210,8.441260045952363,34.94001518918838,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-01 19:12,5.6 secs,,0,0,0,100.00,0,0,0,0
211,8.441260045952363,35.01362170011893,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-01 19:12,7.3 secs,,0,0,0,100.00,0,0,0,0
212,8.441260045952363,35.08716202513072,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-01 19:12,6.2 secs,,0,0,0,100.00,0,0,0,0
213,8.441260045952363,35.160636102694,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-01 19:13,6.1 secs,,0,0,0,100.00,0,0,0,0
214,8.441260045952363,35.30738527181219,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-01 19:13,16.7 secs,,0,0,0,0,0,0,0,100.00
215,8.441260045952363,35.38066024276161,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-01 19:13,9.0 secs,,0,0,0,100.00,0,0,0,0
216,8.441260045952363,35.45386872505005,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-01 19:13,7.0 secs,,0,0,0,100.00,0,0,0,0
217,8.441260045952363,35.52701065959737,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-01 19:13,20.2 secs,,0,0,0,0,0,0,0,100.00
218,8.441260045952363,35.60008598781112,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-01 19:13,10.2 secs,,0,0,0,100.00,0,0,0,0
219,8.441260045952363,35.67309465158577,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-01 19:13,11.3 secs,,0,0,0,100.00,0,0,0,0
220,8.441260045952363,35.74603659330198,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-01 19:14,23.5 secs,,0,0,0,100.00,0,0,0,0
221,8.441260045952363,35.8189117558258,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-01 19:14,7.4 secs,,0,0,0,100.00,0,0,0,0
222,8.441260045952363,35.89172008250795,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-01 19:14,6.1 secs,,0,0,0,100.00,0,0,0,0
223,8.441260045952363,35.96446151718297,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-01 19:14,6.4 secs,,0,0,0,100.00,0,0,0,0
224,8.441260045952363,36.037136004168495,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-01 19:14,11.9 secs,,0,0,0,100.00,0,0,0,0
225,8.441260045952363,36.10974348826442,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-01 19:15,28.5 secs,,0,0,0,100.00,0,0,0,0
226,8.441260045952363,36.182283914752155,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-01 19:15,11.1 secs,,0,0,0,100.00,0,0,0,0
227,8.441260045952363,36.25475722939378,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-01 19:15,9.9 secs,,0,0,0,100.00,0,0,0,0
228,8.441260045952363,36.32716337843127,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-01 19:15,10.1 secs,,0,0,0,0,0,0,0,100.00
229,8.441260045952363,36.39950230858568,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-01 19:15,10.9 secs,,0,0,0,100.00,0,0,0,0
230,8.441260045952363,36.471773967056315,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 09:44,-20.3 secs,,0,0,0,100.00,0,0,0,0
231,8.441260045952363,36.5439783015199,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 09:44,-20.3 secs,,0,0,0,100.00,0,0,0,0
232,8.441260045952363,36.61611526012981,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 09:44,-21.8 secs,,0,0,0,100.00,0,0,0,0
233,8.441260045952363,36.76018684478007,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 09:44,-13.9 secs,,0,0,0,0,0,0,0,100.00
234,8.531091574364318,32.474301986017686,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 09:44,-20.2 secs,,0,0,0,0,0,0,100.00,0
235,8.531091574364318,32.55005485772824,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 09:44,-22.4 secs,,0,0,0,0,0,0,100.00,0
236,8.531091574364318,32.62574385407198,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 09:44,-23.5 secs,,0,0,0,0,0,0,100.00,0
237,8.531091574364318,32.70136889693571,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 09:44,-23.8 secs,,0,0,0,0,0,0,100.00,0
238,8.531091574364318,32.77692990871812,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 09:44,-23.7 secs,,0,0,0,0,0,0,100.00,0
239,8.531091574364318,32.852426812329234,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 09:45,-23.6 secs,,0,0,0,0,0,0,100.00,0
240,8.531091574364318,32.92785953118991,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 09:45,-23.7 secs,,0,0,0,0,0,0,100.00,0
241,8.531091574364318,33.00322798923127,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 09:45,-23.9 secs,,0,0,0,0,0,0,100.00,0
242,8.531091574364318,33.07853211089425,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 09:45,-23.9 secs,,0,0,0,0,0,0,100.00,0
243,8.531091574364318,33.15377182112898,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 09:45,-22.8 secs,,0,0,0,0,0,0,100.00,0
244,8.531091574364318,33.22894704539429,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 09:45,-23.8 secs,,0,0,0,0,0,0,100.00,0
245,8.531091574364318,33.304057709657116,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 09:45,-23.1 secs,,0,0,0,100.00,0,0,0,0
246,8.531091574364318,33.37910374039196,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 09:45,-18.5 secs,,0,0,0,0,0,0,100.00,0
247,8.531091574364318,33.45408506458033,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 09:45,-20.3 secs,,0,100.00,0,0,0,0,0,0
248,8.531091574364318,33.52900160971016,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 09:46,-23.2 secs,,0,100.00,0,0,0,0,0,0
249,8.531091574364318,33.60385330377519,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 09:46,-23.0 secs,,0,100.00,0,0,0,0,0,0
250,8.531091574364318,33.67864007527444,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 09:46,-22.1 secs,,0,100.00,0,0,0,0,0,0
251,8.531091574364318,33.75336185321156,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 09:46,-21.0 secs,,0,100.00,0,0,0,0,0,0
252,8.531091574364318,33.82801856709428,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 09:46,-20.4 secs,,0,100.00,0,0,0,0,0,0
253,8.531091574364318,33.902610146933746,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 09:46,-23.0 secs,,0,100.00,0,0,0,0,0,0
254,8.531091574364318,33.977136523243935,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 09:46,-19.7 secs,,0,100.00,0,0,0,0,0,0
255,8.531091574364318,34.05159762704104,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 09:46,-9.2 secs,,0,0,0,0,0,0,100.00,0
256,8.531091574364318,34.125993389842826,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 09:46,-21.4 secs,,0,0,0,0,0,0,100.00,0
257,8.531091574364318,34.20032374366799,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 09:47,19.4 secs,,0,0,0,0,0,0,100.00,0
258,8.531091574364318,34.27458862103551,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 09:47,-18.7 secs,,0,0,100.00,0,0,0,0,0
259,8.531091574364318,34.34878795496409,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 09:47,-13.3 secs,,0,0,0,100.00,0,0,0,0
260,8.531091574364318,34.42292167897133,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 09:48,-4.2 secs,,0,0,100.00,0,0,0,0,0
261,8.531091574364318,34.496989727073235,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 09:48,-21.5 secs,,0,0,0,100.00,0,0,0,0
262,8.531091574364318,34.57099203378345,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 09:48,-9.5 secs,,0,0,100.00,0,0,0,0,0
263,8.531091574364318,34.644928534112616,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 09:48,-22.4 secs,,0,0,100.00,0,0,0,0,0
264,8.531091574364318,34.71879916356771,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 09:48,-19.1 secs,,0,0,100.00,0,0,0,0,0
265,8.531091574364318,34.7926038581513,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 09:49,-22.7 secs,,0,0,0,100.00,0,0,0,0
266,8.531091574364318,34.86634255436094,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 09:49,-19.2 secs,,0,0,0,100.00,0,0,0,0
267,8.531091574364318,34.94001518918838,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 09:49,-21.6 secs,,0,0,0,100.00,0,0,0,0
268,8.531091574364318,35.01362170011893,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 09:49,-22.1 secs,,0,0,0,100.00,0,0,0,0
269,8.531091574364318,35.08716202513072,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 09:49,-20.5 secs,,0,0,0,100.00,0,0,0,0
270,8.531091574364318,35.160636102694,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 09:49,-22.2 secs,,0,0,0,100.00,0,0,0,0
271,8.531091574364318,35.23404387177039,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 09:49,-23.1 secs,,0,0,0,100.00,0,0,0,0
272,8.531091574364318,35.30738527181219,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 09:49,-23.5 secs,,0,0,0,100.00,0,0,0,0
273,8.531091574364318,35.38066024276161,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 09:49,-23.7 secs,,0,0,0,100.00,0,0,0,0
274,8.531091574364318,35.45386872505005,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 09:49,-22.7 secs,,0,0,0,0,0,0,0,100.00
275,8.531091574364318,35.52701065959737,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 09:50,-21.5 secs,,0,0,0,100.00,0,0,0,0
276,8.531091574364318,35.60008598781112,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 09:50,-19.7 secs,,0,0,0,100.00,0,0,0,0
277,8.531091574364318,35.67309465158577,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 09:50,-22.8 secs,,0,0,0,100.00,0,0,0,0
278,8.531091574364318,35.74603659330198,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 09:50,-20.7 secs,,0,0,0,100.00,0,0,0,0
279,8.531091574364318,35.8189117558258,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 09:50,-17.1 secs,,0,100.00,0,0,0,0,0,0
280,8.531091574364318,35.89172008250795,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 09:50,-18.6 secs,,0,0,0,100.00,0,0,0,0
281,8.531091574364318,35.96446151718297,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 09:50,-20.0 secs,,0,0,0,100.00,0,0,0,0
282,8.531091574364318,36.037136004168495,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 09:50,-21.5 secs,,0,0,0,100.00,0,0,0,0
283,8.531091574364318,36.10974348826442,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 09:50,-22.9 secs,,0,0,0,100.00,0,0,0,0
284,8.531091574364318,36.182283914752155,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 09:51,-12.3 secs,,0,0,0,0,0,0,0,100.00
285,8.531091574364318,36.25475722939378,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 09:51,-18.7 secs,,0,0,100.00,0,0,0,0,0
286,8.531091574364318,36.32716337843127,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 09:51,-21.5 secs,,0,0,0,100.00,0,0,0,0
287,8.531091574364318,36.39950230858568,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 09:51,-20.1 secs,,0,0,100.00,0,0,0,0,0
288,8.531091574364318,36.471773967056315,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 09:51,-21.7 secs,,0,0,0,100.00,0,0,0,0
289,8.531091574364318,36.5439783015199,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 09:51,-21.1 secs,,0,0,0,100.00,0,0,0,0
290,8.531091574364318,36.61611526012981,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 09:51,-17.1 secs,,0,0,0,100.00,0,0,0,0
291,8.531091574364318,36.68818479151516,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 09:51,-18.5 secs,,0,0,0,100.00,0,0,0,0
292,8.531091574364318,36.76018684478007,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 09:51,-21.0 secs,,0,0,0,100.00,0,0,0,0
293,8.620923102776269,32.39848531756585,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 09:51,-21.1 secs,,0,0,0,0,0,0,100.00,0
294,8.620923102776269,32.474301986017686,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 09:51,-23.7 secs,,0,0,0,0,0,0,100.00,0
295,8.620923102776269,32.55005485772824,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 09:52,-23.7 secs,,0,0,0,0,0,0,100.00,0
296,8.620923102776269,32.62574385407198,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 09:52,-23.8 secs,,0,0,0,0,0,0,100.00,0
297,8.620923102776269,32.70136889693571,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 09:52,-23.7 secs,,0,0,0,0,0,0,100.00,0
298,8.620923102776269,32.77692990871812,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 09:52,-23.8 secs,,0,0,0,0,0,0,100.00,0
299,8.620923102776269,32.852426812329234,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 09:52,-23.8 secs,,0,0,0,0,0,0,100.00,0
300,8.620923102776269,32.92785953118991,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 09:52,-23.8 secs,,0,0,0,0,0,0,100.00,0
301,8.620923102776269,33.00322798923127,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 09:52,-23.7 secs,,0,0,0,0,0,0,100.00,0
302,8.620923102776269,33.07853211089425,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 09:52,-23.8 secs,,0,0,0,0,0,0,100.00,0
303,8.620923102776269,33.15377182112898,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 09:52,-23.5 secs,,0,0,0,0,0,0,100.00,0
304,8.620923102776269,33.22894704539429,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 09:52,-18.1 secs,,0,0,0,0,0,0,100.00,0
305,8.620923102776269,33.304057709657116,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 09:52,-23.3 secs,,0,0,0,0,0,0,100.00,0
306,8.620923102776269,33.37910374039196,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 09:52,-17.3 secs,,0,100.00,0,0,0,0,0,0
307,8.620923102776269,33.45408506458033,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 09:52,-22.2 secs,,0,100.00,0,0,0,0,0,0
308,8.620923102776269,33.52900160971016,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 09:52,-21.8 secs,,0,100.00,0,0,0,0,0,0
309,8.620923102776269,33.60385330377519,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 09:52,-19.1 secs,,0,100.00,0,0,0,0,0,0
310,8.620923102776269,33.67864007527444,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 09:52,-23.4 secs,,0,100.00,0,0,0,0,0,0
311,8.620923102776269,33.75336185321156,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 09:52,-23.8 secs,,0,100.00,0,0,0,0,0,0
312,8.620923102776269,33.82801856709428,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 09:53,-16.2 secs,,0,100.00,0,0,0,0,0,0
313,8.620923102776269,33.902610146933746,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 09:53,-23.6 secs,,0,100.00,0,0,0,0,0,0
314,8.620923102776269,33.977136523243935,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 09:53,-19.9 secs,,0,100.00,0,0,0,0,0,0
315,8.620923102776269,34.05159762704104,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 09:53,-15.8 secs,,0,0,100.00,0,0,0,0,0
316,8.620923102776269,34.125993389842826,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 09:53,-11.8 secs,,0,0,100.00,0,0,0,0,0
317,8.620923102776269,34.20032374366799,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 09:53,-16.1 secs,,0,0,100.00,0,0,0,0,0
318,8.620923102776269,34.27458862103551,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 09:54,-9.0 secs,,0,0,100.00,0,0,0,0,0
319,8.620923102776269,34.34878795496409,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 09:54,-22.2 secs,,0,0,100.00,0,0,0,0,0
320,8.620923102776269,34.42292167897133,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 09:54,-18.1 secs,,0,0,0,100.00,0,0,0,0
321,8.620923102776269,34.496989727073235,square,50.0,4,anis.ghattassi@oss.org.tn,false,,100,2022-12-02 09:54,-17.0 secs,,0,0,100.00,0,0,0,0,0
